"content","banner","categories","updatedAt","authorId","createdAt","id","url","ownerId","title"
"AWS CDK has been great for us and our readers over on Serverless Stack. But the local development experience for Lambda isn't great. To fix this we created a Live Lambda Development environment in SST. SST makes it easier to build serverless apps by allowing you to work on your Lambda functions locally while connecting to your deployed resources.",,"[{""S"":""AWS-CDK""},{""S"":""Serverless""}]","2024-06-16T20:29:31.257Z","01EKCMVY80M8255JD8Y4DV29AH","2021-01-26T11:00:00.000Z","01EWZ5KAW0JZNFWHGD8XK19G10","https://dev.to/aws-builders/work-on-your-lambda-functions-live-51cp","1","Work on your Lambda functions live"
"The AWS Cloud Development Kit (AWS CDK) v2 is now available for Developer Preview in TypeScript, Python, Java, C#, and Go. The AWS CDK is an open-source software development framework to model and provision your cloud application resources using familiar programming languages.",,"[{""S"":""AWS-CDK""}]","2024-06-16T20:29:37.428Z","01EV69ZSM0ANYHA4T4PCBDT01T","2021-04-30T17:00:00.000Z","01F4HVJ2M03JYBVEB2TXPCCG0F","https://aws.amazon.com/blogs/developer/announcing-aws-cloud-development-kit-v2-developer-preview","1","Announcing AWS Cloud Development Kit v2 Developer Preview"
"Make the OpenAPI Spec file the contract between back and frontend by publishing an API SDK as an NPM package. Create visibility with automation by using Slack notifications when the backend pipeline publishes a new SDK.","content/banners/improve-dx-publishing-an-api-sdk-cdk-serverless/header.png","[{""S"":""AWS-CDK""},{""S"":""TypeScript""},{""S"":""Developer Experience""}]","2024-06-16T20:29:44.716Z","01EV69ZSM0K7CPE40S7EQKHEAV","2022-05-17T17:00:00.000Z","01G39FCMM02TJKF0QXDMRRB5RJ","https://www.rehanvdm.com/blog/improve-dx-publishing-an-api-sdk-cdk-serverless/index.html?utm_source=cdk-dev","1","Improve the Developer Experience (DX) by Publishing an API SDK - includes CDK repos"
"Extensibility is king.","content/banners/projen-external-project-types/banner.png","[{""S"":""AWS-CDK""},{""S"":""Typescript""},{""S"":""JSII""},{""S"":""Projen""}]","2024-06-16T20:29:41.570Z","01EV6RZH60MP3QQ79NXAN06PVY","2021-08-30T12:22:00.000Z","01FEBG4QJ0XMTKCA6SJ7BE9GTG","https://dev.to/aws-builders/projen-external-project-types-je","1","Projen - External Project Types"
"Get an ec2 instance running and provision with AWS features","content/banners/coding-virtual-machine-in-the-cloud/banner.png","[{""S"":""AWS-CDK""},{""S"":""Python""},{""S"":""Linux""},{""S"":""Devops""}]","2024-06-16T20:29:26.023Z","01EPRWZZW0MWWB9VD25YXDF0CT","2020-10-28T11:00:00.000Z","01ENQDTMW0HPHCJRY07H3M7R2P","https://dev.to/aws-builders/aws-cdk-coding-a-virtual-machine-in-the-cloud-9de","1","Coding a Virtual Machine in the Cloud"
"How to setup an AWS CDK staging CI/CD Pipeline with BitBucket Pipeline","content/banners/cdk-bitbucket-pipeline/bitbucket.jpg","[{""S"":""AWS-CDK""},{""S"":""Typescript""},{""S"":""BitBucket""}]","2024-06-16T20:29:42.294Z","01EV69ZSM06P6FS4B1H24RXHMJ","2021-10-31T06:00:00.000Z","01FKAEXTR0CWH0WDGEQRBAKGYW","https://martinmueller.dev/cdk-bitbucket-pipeline-eng/","1","A CDK BitBucket Staging Pipeline"
"Tutorial: I built a small web service to put the CDK through its paces. My application has a React frontend that fetches a list of really shitty websites from a Lambda function and saves them in the browser’s IndexedDB, a sort of browser SQL database. ",,"[{""S"":""AWS-CDK""}]","2024-06-16T20:29:30.973Z","01EV69ZSM0AGJPW46GAVRXY12K","2021-01-25T11:00:00.000Z","01EWWK6KW0Z1HXNTNS5FCA89WT","https://spiegelmock.com/2021/01/25/web-services-with-aws-cdk/","1","Web Services with AWS CDK"
"The Starter Project shows how to do configuration management, design for multiple environments and use GitHub Workflows for CI/CD","content/banners/aws-cdk-starter-configuration-multiple-environments-cicd/header.png","[{""S"":""AWS-CDK""},{""S"":""TypeScript""},{""S"":""DevOps""}]","2024-06-16T20:29:55.407Z","01EV69ZSM0K7CPE40S7EQKHEAV","2024-02-25T23:00:00.000Z","01HQH7Y9C03091XBNT0QFG5VQC","https://rehanvdm.com/blog/aws-cdk-starter-configuration-multiple-environments-cicd?utm_source=cdk-dev","1","AWS CDK starter project - Configuration, multiple environments and GitHub CI/CD"
"Today we are going to build a popular solution that uses S3 to host your SQL backup file and import this into your new RDS database.","content/banners/rds-native-backup-and-restore/rds.jpg","[{""S"":""AWS-CDK""},{""S"":""Typescript""},{""S"":""RDS""}]","2024-06-16T20:29:21.408Z","01EKCMVY806EEJN09TXCFPDXNP","2020-09-20T17:00:00.000Z","01EJP7AGM045WSASE08A0JYSCY","https://edwin.hashnode.dev/rds-sql-server-native-backup-and-restore-in-cdk","1","RDS SQL Server - Native Backup and Restore in CDK"
"The things we should know about Identifiers in CDK to prevent unwanted resource replacement, due to code refactors.",,"[{""S"":""AWS-CDK""}]","2024-06-16T20:29:48.914Z","01EV69ZSM0N4HZ5YZ994ZBW5F2","2022-09-19T11:49:00.000Z","01GDAS90Z0X286EW6CEREQ59N8","https://bobbyhadz.com/blog/aws-cdk-identifiers","1","What is an identifier (id) in AWS CDK - Complete Guide"
"Enterprises often need to standardize their infrastructure as code (IaC) for governance, compliance, and quality control reasons. You also need to manage and centrally publish updates to your IaC libraries. In this post, we demonstrate how to use the AWS Cloud Development Kit (AWS CDK) to define patterns for IaC and publish them for consumption in controlled releases using AWS CodeArtifact.",,"[{""S"":""AWS-CDK""},{""S"":""Pipelines""}]","2024-06-16T20:29:32.438Z","01EV69ZSM0EJCNR5HT86AJEZTC","2021-02-25T11:00:00.000Z","01EZCDGWW07DPKFGGWE9QCJ5X6","https://aws.amazon.com/blogs/devops/developing-application-patterns-cdk","1","Developing enterprise application patterns with the AWS CDK"
"When CDK launched in 2019, I remember reading the announcement and thinking, Ok, AWS wants their own Terraform-esque tool. I finally decided to give CDK a go for one of my projects. Here is what I discovered.",,"[{""S"":""AWS-CDK""}]","2024-06-16T20:29:35.537Z","01EV69ZSM0S7V76B63BBG2GV7J","2021-04-11T12:00:00.000Z","01F30CV3G08A5Q0ZFS1X1QDARW","https://www.packetmischief.ca/2021/04/11/aws-cdk-now-i-get-it/","1","AWS Cloud Development Kit - Now I Get It"
"AWS Online Tech Talk about CI/CD pipelines in AWS CDK with live demo and example code repo",,"[{""S"":""AWS-CDK""},{""S"":""Video""},{""S"":""Python""},{""S"":""CI/CD""}]","2024-06-16T20:29:19.996Z","01EJECPG0091M6J0D8H04AX3KT","2020-09-18T17:00:00.000Z","01EJH2H2M086HS2N9PGYP37737","https://youtu.be/1ps0Wh19MHQ","1","Enhanced CI/CD with AWS CDK"
"Recently I converted my pet project Infra as Code from shell to CDK with TypeScript. The biggest challenges I faced are shared in this technical blog post.","content/banners/my-experience-on-iac-with-aws-cdk-plus-tips-and-tricks/banner.png","[{""S"":""AWS-CDK""},{""S"":""TypeScript""},{""S"":""Developer Experience""},{""S"":""IoT Core""},{""S"":""CloudFront""},{""S"":""CI/CD""}]","2024-06-16T20:29:47.731Z","01G5JR03H0RWY9FZBJ0R9YJSWR","2022-06-14T01:15:00.000Z","01G5FWEDH0TZ36FEZCC5YGNWDE","https://medium.com/@claude.ducharme/my-experience-on-infra-as-code-with-aws-cdk-tips-tricks-c967fe357133","1","My experience on Infra as Code with AWS CDK + Tips & Tricks"
"Adding the SWC TypeScript transpiler to your AWS CDK apps will speed up the time it takes to run a cdk command.",,"[{""S"":""AWS-CDK""}]","2024-06-16T20:29:52.064Z","01G872SSR0S3CQSNJ2GK06KT2N","2023-07-18T19:19:00.000Z","01H5N72250G3EXQ40G353N37DV","https://aws.plainenglish.io/speed-up-aws-cdk-deploys-up-to-80-c47afad1c18c","1","Speed up AWS CDK deploys up to 80%"
"In this tutorial we look at how you can create a GraphQL endpoint using AWS AppSync and CDK. We'll be using SST to build and test our endpoints locally.","content/banners/build-and-test-appsync-locally-in-cdk/share.jpg","[{""S"":""AWS-CDK""},{""S"":""AppSync""}]","2024-06-16T20:29:40.154Z","01F6HJWVW0GC3TBG181RWRZK1E","2021-06-08T11:00:00.000Z","01F7NMEXW0800714H96F1ZJ26K","https://serverless-stack.com/examples/how-to-create-a-serverless-graphql-api-with-aws-appsync.html","1","Build and Test Appsync Locally in CDK"
"Martin presents how to build a DynamoDB to Quicksight stack with the CDK.",,"[{""S"":""AWS-CDK""}]","2024-06-16T20:29:35.235Z","01EV69ZSM06P6FS4B1H24RXHMJ","2021-04-08T12:00:00.000Z","01F2RNMYG0KWC34DQ9R0XKTPXZ","https://martinmueller.dev/cdk-ddb-quicksight-eng","1","AWS DynamoDB Analysis with QuickSight and AWS CDK"
"This post will look at how aspects of AWS CDK can help us enforce compliance.",,"[{""S"":""AWS-CDK""}]","2024-06-16T20:29:43.448Z","01EV69ZSM0CP6F93E5553C5D7H","2022-01-24T18:00:00.000Z","01FT6KX980A91G5TGZ0RBKJQJC","https://dev.to/aws-builders/enforcing-compliance-with-aws-cdk-aspects-1goo","1","Enforcing compliance with AWS CDK Aspects"
"Buttonize helps developers and companies using AWS solve the painful problem of internal tooling. Internal tooling is a perennial problem. We all have these temporary tools in our companies that have been around forever with so much tech debt that everybody is afraid to touch the code.",,"[{""S"":""AWS-CDK""},{""S"":""TypeScript""},{""S"":""DevTooling""}]","2024-06-16T20:29:55.767Z","01HSR59XG0Y1DAHSPV81B1QTN7","2024-03-18T09:00:00.000Z","01HS8CM0M0RW6M58RM9GVV2VVZ","https://dev.to/filippyrek/build-your-own-little-aws-console-in-cdk-with-buttonize-2g39","1","Build your own little AWS Console in CDK with Buttonize"
"In this chapter we'll look at how to create a CDK app that dynamically generates social cards for your website or blog.","content/banners/dynamically-generate-social-share-images-with-cdk/share.png","[{""S"":""AWS-CDK""},{""S"":""SST""}]","2024-06-16T20:29:40.440Z","01F6HJWVW0GC3TBG181RWRZK1E","2021-06-29T17:00:00.000Z","01F9CBD6M0C3AMSBA39KBEG3YY","https://serverless-stack.com/chapters/dynamically-generate-social-share-images-with-serverless.html","1","Dynamically Generate Social Share Images with CDK"
"In this blog post, we will create an awesome React TypeScript App hosted in an S3 static website bucket. For that we will use AWS CDK and Projen.",,"[{""S"":""AWS-CDK""},{""S"":""Projen""},{""S"":""Typescript""},{""S"":""React""}]","2024-06-16T20:29:37.417Z","01EV69ZSM06P6FS4B1H24RXHMJ","2021-04-29T12:00:00.000Z","01F4ER01G0NM381QCKS9EPYCPX","https://hands-on.cloud/building-s3-static-website-with-aws-cdk-and-projen/","1","Building S3 Static Website with AWS CDK and Projen"
"In this workshop we will be building the infrastructure for a Coffee Listing application. You will be able to upload, list and vote on coffee photos, while deployinig everything to the cloud with AWS CDK.","content/banners/extended-cdk-workshop/header.jpg","[{""S"":""AWS-Workshop""},{""S"":""AWS-CDK""},{""S"":""TypeScript""},{""S"":""Python""},{""S"":""JSII""},{""S"":""Developer Experience""},{""S"":""CDK-Pipelines""},{""S"":""CodePipeline""},{""S"":""CodeArtifact""},{""S"":""Python""},{""S"":""Cloud9""}]","2024-06-16T20:29:53.637Z","01H7AY0S00PCGFF6ECAC0RXD8E","2023-08-08T16:00:00.000Z","01H7AY0S00Y89K4EXRB118F59T","https://catalog.us-east-1.prod.workshops.aws/workshops/071bbc60-6c1f-47b6-8c66-e84f5dc96b3f/en-US","1","Extended CDK Workshop"
"In 2019, I worked as a Developer when I decided to change my profile and become an AWS Architect. I started working with the CDK in October 2019. I learned a lot from the CDK and from the AWS itself.","content/banners/what-i-learned-using-the-aws-cdk-in-the-past-year/header.png","[{""S"":""AWS-CDK""},{""S"":""Python""},{""S"":""CloudFormation""},{""S"":""NestedStack""}]","2024-06-16T20:29:27.393Z","01E20JEHW0M8YH778FCKWYMXB9","2020-12-11T11:00:00.000Z","01ES8QA8W0MJZWVK4CDS8S29H9","https://www.sentiatechblog.com/what-i-learned-using-the-aws-cdk-in-the-past-year","1","What I learned using the AWS CDK in the past year"
"CDK is a great tool to create your application resources using programming languages. Here are five reasons for your own construct library.",,"[{""S"":""AWS-CDK""}]","2024-06-16T20:29:32.709Z","01F1CJK4M0VZQXAQ0KGRF9Z0NY","2021-03-22T18:00:00.000Z","01F1DHFX80Y7WETSYDPWFHQTHH","https://dev.to/mathiasdpunkt/five-reasons-for-writing-a-custom-cdk-construct-library-1pni","1","Five reasons for writing a custom CDK Construct Library"
"In this article, we’ll show how to build and package Lambda functions written in Java with external dependencies via AWS CDK. You can download the code used in this walkthrough from the project’s GitHub repo.",,"[{""S"":""AWS-CDK""}]","2024-06-16T20:29:19.197Z","01EV69ZSM0ANYHA4T4PCBDT01T","2020-05-03T21:00:00.000Z","01E7E5DB405Q0KC0N9MS5WZVS9","https://aws.amazon.com/blogs/opensource/packaging-and-deploying-aws-lambda-functions-written-in-java-with-aws-cloud-development-kit/","1","Packaging and deploying AWS Lambda functions written in Java with AWS Cloud Development Kit"
"In this post I'll describe how to create a simple Elastic Beanstalk application using the AWS CDK that you can use to deploy a compatible web application.",,"[{""S"":""AWS-CDK""},{""S"":""Pipelines""}]","2024-06-16T20:29:33.037Z","01EV69ZSM0BN8D09GR1X9Z1JFJ","2021-03-24T11:00:00.000Z","01F1HY89W08BDAVJS89E0MQVAC","https://dev.to/raucoustortoise/deploying-an-elastic-beanstalk-application-using-the-aws-cdk-2joo","1","Deploying an Elastic Beanstalk Application Using the AWS CDK"
"How to ship infrastructure like you ship your code using GitHub, Travis CI and CDK.","content/banners/aws-cdk-continuous-integration-and-delivery-using-travis-ci/header.jpg","[{""S"":""AWS-CDK""},{""S"":""CI/CD""}]","2024-06-16T20:29:26.698Z","01EV69ZSM0TXD7KQSYCNWQJ6DE","2020-12-09T11:00:00.000Z","01ES3JGTW0NMAF6VNK0YXRAMAQ","https://medium.com/better-programming/aws-cdk-continuous-integration-and-delivery-using-travis-ci-ee5dd7549434","1","AWS CDK Continuous Integration and Delivery Using Travis CI"
"A getting started guide that builds a servelss app to using EventBridge, Lambda & s3 while introducing how to create, configure, test and deploy a CDK project using Python",,"[{""S"":""AWS-CDK, Python""}]","2024-06-16T20:29:36.382Z","01EWYYQKM05392T8V39KQ2V56X","2021-04-21T12:00:00.000Z","01F3T4T9G0W12SEWEPB6GMWXQQ","https://cloudbytes.dev/articles/aws-cdk-building-a-eventbridge-scheduled-lambda-that-reads-and-writes-to-s3","1","AWS CDK: Building a EventBridge scheduled Lambda that reads and writes to s3"
"In this post I am going to use CDK Pipelines to build a demo Flutter application hosted on AWS S3 with a Backend powered by AWS Lambda (using Function URLs). The CDK code will be in Java, the Lambda functions in Typescript and the WebApp in Dart. Why? Because I love trying out things.","content/banners/flutter-web-deployment-using-cdk-pipelines/header.png","[{""S"":""AWS-CDK""},{""S"":""TypeScript""},{""S"":""Developer Experience""},{""S"":""Java""},{""S"":""Codepipeline""}]","2024-06-16T20:29:46.748Z","01G4F10SC04QEH5J1AY5YXM59V","2022-06-02T07:00:00.000Z","01G4HKDGC09Y22K7Q0PY1V3698","https://www.lockhead.info/index.php/2022/06/02/building-a-flutter-application-for-web-with-aws-lambda-function-url-backend-using-aws-cdk-pipelines-written-in-java/","1","Building a Flutter application (for Web) with AWS Lambda Function URL backend using AWS CDK Pipelines (written in Java)"
"AWS Workbench is an Integrated Development Environment for designing and deploying AWS Infrastructure. AWS Workbench is based AWS CDK and Eclipse Sirius","content/banners/aws-workbench/share.png","[{""S"":""AWS-CDK""},{""S"":""Eclipse Sirius""}]","2024-06-16T20:29:33.552Z","01F1MQGR402EMABB3ZJTDFCAWK","2021-03-25T13:00:00.000Z","01F1MQGR4043ERAPPVMVV3DHJV","https://aws-workbench.github.io/","1","AWS Workbench - A design to deploy IDE for AWS"
"Ephemeral CDK Stacks as a Service",,"[{""S"":""AWS-CDK""},{""S"":""Lambda""},{""S"":""Typescript""},{""S"":""CI/CD""}]","2024-06-16T20:29:51.665Z","01EV69ZSM0J75DZJRFEY8PNKSB","2023-06-29T12:00:00.000Z","01H43GCJG0AS0FEMAFQAGM02H5","https://matt.martz.codes/destroy-their-stacks-ephemeral-cdk-stacks-as-a-service","1","Destroy THEIR Stacks - Ephemeral CDK Stacks as a Service"
"AWS is announcing the public preview of AWS Serverless Application Model CLI (AWS SAM CLI) support for local development and testing of AWS Cloud Development Kit (AWS CDK) projects. AWS SAM and AWS CDK are both open-source frameworks for building applications using infrastructure as code (IaC).",,"[{""S"":""AWS-CDK""},{""S"":""AWS-SAM""}]","2024-06-16T20:29:37.405Z","01EKCMVY80RR7QCNN208J7F2HG","2021-04-29T12:00:00.000Z","01F4ER01G09S4MF0DF3HKQFXZJ","https://aws.amazon.com/blogs/compute/better-together-aws-sam-and-aws-cdk/","1","Better together: AWS SAM and AWS CDK"
"I got the chance to speak about my current favourite subject (CDK) in detail! The event was a 2 hour intense deep dive (with demos) into what CDK is all about, why & how we use it at Alma Media, important concepts and finally some considerations for complex projects","content/banners/aws-community-nordics-2020/share.png","[{""S"":""AWS-CDK""},{""S"":""Video""}]","2024-06-16T20:29:22.521Z","01EK84NP00SNX7M205W39KWN4V","2020-09-27T16:00:00.000Z","01EK84NP002MGH6TSEEWG089VT","https://aripalo.com/speaking/2020/aws-community-nordics-cdk-special","1","AWS Community Nordics 2020 Virtual Event: CDK Special"
"After a fantastic CDK Day, it's time to unpack all the announcements, cool tools and demos shared during the presentations. So let's start with the biggest one of them all, the release of the Developer Preview of AWS CDK v2.",,"[{""S"":""AWS-CDK""}]","2024-06-16T20:29:37.980Z","01EKCMVY806EEJN09TXCFPDXNP","2021-05-03T12:00:00.000Z","01F4S1JXG0H55YFRAHMM40NHGR","https://edwinradtke.com/aws-cdk-v2-dp","1","Summary: AWS CDK v2 Developer Preview announcement"
"If the CDK was a band, I’d be a groupie. If it was a football team I’d buy a season pass. If the CDK was a movie star I’d wait in line for an autograph. I really, really like the CDK. In this post I’ll tell you why.","content/banners/why-i-love-the-cdk/banner.jpg","[{""S"":""AWS-CDK""},{""S"":""Python""}]","2024-06-16T20:29:34.675Z","01E4WV0ZC02CHNVBCADN71Y0WH","2021-04-01T21:00:00.000Z","01F27KRP40F19TH707YHSEXBSW","https://www.sentiatechblog.com/why-i-love-the-cdk","1","Why I love the CDK"
"After reading this blog post, you'll learn how to build a Scheduled Fargate Task with AWS CDK",,"[{""S"":""AWS-CDK""}]","2024-06-16T20:29:42.021Z","01G9Q1EP40BTK0MJYMYYAYCC7C","2021-10-27T04:04:00.000Z","01FJZYPHW0C3G5P8Z18R87VV8J","https://towardsthecloud.com/aws-cdk-scheduled-fargate-task","1","Scheduled Fargate Task example in AWS CDK"
"In this blog post, we will walk you through an optimized AWS CDK project structure and explain the features and decisions behind organizing it in this manner.",,"[{""S"":""AWS-CDK""}]","2024-06-16T20:29:51.653Z","01G9Q1EP40BTK0MJYMYYAYCC7C","2023-03-18T12:52:00.000Z","01GVTCDRC0CGWYJXAGD2RV0NV4","https://towardsthecloud.com/aws-cdk-project-structure","1","Optimize your AWS CDK Project Structure for Growth"
"Learn about the new feature to reference and customize CloudFormation resources generated by AWS Chalice as native CDK objects","content/banners/cdk-chalice-adds-support-for-accessing-chalice-generated-cloudformation-resources/cloudformation-import.png","[{""S"":""AWS Cloud Development Kit""},{""S"":""AWS Chalice""},{""S"":""cdk-chalice""}]","2024-06-16T20:29:24.066Z","01EKPYET807MMHH46QSX1F2X63","2020-10-03T10:00:00.000Z","01EKPYET80PKHA70ER638JQ1VX","https://softwhat.com/cdk-chalice-adds-support-for-accessing-chalice-generated-cloudformation-resources/","1","cdk-chalice Adds Support for Accessing Chalice-generated CloudFormation Resources"
